Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Singapore,2431.68752962136,2451.96245132616,2455.63333064467,2482.59594516813,2498.54006135709,2512.1887529966,2533.22653197735,2547.50594830734,2535.09827523412,2556.51132293209,2574.27833434017,2553.50788874944,2545.01933947509,2550.02404571786,2515.58411197382,2515.72480102221,2507.1008726359,2484.90127598946,2477.46908004898,2440.51433819778,2476.2314600838,2433.72624806956,2441.26374948622,2430.66663718901,2390.98574627838,2362.42360193569,2351.11128431388,2333.34469826117,2306.00868836354,2330.16587486176
Slovakia,1827.64549167595,1827.73431293746,1827.67509876309,1827.80339614088,1827.42837303654,1853.04837247709,1819.63218989266,1829.99798018704,1821.86070877402,1816.24063645476,1815.60609427859,1800.73557213075,1754.07400866362,1697.56511863798,1741.99432804892,1769.4879147498,1774.45401638537,1791.20107305108,1793.35688920139,1780.33824143503,1805.15019679052,1793.0127563612,1789.04242270631,1771.61409510777,1759.61316150507,1754.0862776234,1740.01077098727,1713.78095149773,1703.92536881689,1694.9401652191
Slovenia,,,,,,1755.70491625562,1727.5954743024,1715.10566870945,1728.29465232199,1730.07552199023,1710.07280757374,1695.85529962934,1720.49054019348,1723.78856517165,1736.52514528506,1696.5478674209,1667.41876396286,1654.91025693562,1673.48105504083,1678.98828335383,1680.33256523635,1663.35919767749,1644.35243210982,1662.23927736038,1681.74997584982,1687.31273705846,1652.38466983096,1621.49874666451,1598.70385610158,1592.93390367372
Sweden,1558.67115858275,1545.42515723507,1563.00815902401,1594.68116224649,1633.4432604041,1638.93100191325,1651.48074904172,1656.30657367562,1655.18373501301,1664.77678784125,1643.43843005952,1620.15210857091,1597.0250153643,1583.29975733712,1606.84909401079,1605.51384218527,1603.95141590518,1616.89026411758,1627.13185100639,1613.09630559541,1640.51411133139,1640.99142247573,1627.29453460982,1617.95590753425,1619.43048929793,1620.92563702548,1634.16930460533,1621.47271060081,1620.7348412029,1605.27660238286
Thailand,2579.75468061814,2627.61554140804,2643.70777900983,2564.59632456175,2614.28035608702,2609.08843664665,2555.23522277005,2485.2308696289,2533.81865571529,2498.46783868626,2502.6596050138,2404.50668854161,2393.93961024573,2383.69676146474,2389.00121950127,2337.94273898473,2325.65189084755,2329.80112734262,2342.09199308417,2354.11194230289,2349.35640309388,2357.54646363281,2312.42985399874,2273.49379720735,2247.32106618344,2186.46081958884,2207.70375147476,2092.99009981099,2092.99009981099,2092.99009981099
Trinidad and Tobago,,1585.06005330713,1564.75064917493,1580.24238294832,1591.53762578346,1602.29161906939,1618.53929045032,1627.13656710518,1630.51523865707,1636.52506067529,1663.8953375785,1668.04469528462,1634.80045979347,,,,,,,,,,,,,,,,,
Turkey,1866,1870,1897,1917,1886,1876,1892,1878,1884,1925,1937,1942,1943,1943,1918,1936,1944,1911,1900,1881,1877,1864,1855,1832,1832,1832,1832,1832,1832,1832
Taiwan,2230.64404715128,2217.8704756499,2220.2359519573,2240.57904756721,2184.75380926954,2224.49380957436,2198.00047649301,2141.22904731993,2192.32333367822,2190.43095203935,2180.49595274313,2125.61690454219,2111.89714271173,2117.10119030721,2135.55190452561,2127.50928557467,2134.60571387367,2129.87476190476,2073.57642850463,2054.17952407986,2062.69523787443,2052.76023820347,2066.95309506726,2062.22214266678,,2152.28978412256,2123.75826339015,2092.538179866,2090.07056408786,2085.13533253157
Uruguay,1788,1781.50098863086,1775.02559982815,1768.5737477287,1762.14534678147,1755.74031174634,1749.35855769304,1743,1736.66455435324,1722,1704.07686449945,1672.77210236682,1635.87876093913,1612.8037726192,1638.44816641275,1628.00119600417,1622.79580492882,1608.59766364762,1623.33369768657,1603.92233955237,1597.60669198219,1592.42027501999,1578.63530839001,1571.79928660542,1567.33735615724,1556.42833105545,1532.51374047687,1532.51374047687,1532.51374047687,1532.51374047687
United States,1795.56790977175,1787.33781653738,1774.88285231525,1789.95471670626,1807.82733930604,1817.47432777928,1823.5205219269,1828.48827562197,1839.1961472702,1841.33345555138,1844.85397958194,1823.65933830916,1806.69081280371,1790.8416783128,1789.52746000503,1787.01385712912,1787.35116417542,1785.88350541588,1765.76630267283,1728.60764941982,1735.01120602315,1744.90836490222,1746.85856447259,1752.53277609598,1758.26851690656,1770.02317410481,1766.74412526796,1763.72667602045,1774.70381111839,1765.34639005922
Venezuela (Bolivarian Republic of),1889,1878.47065454853,1868,1888.88326796549,1910,1915.22849184547,1920.47129632286,1925.72845261201,1931,1886.89659257619,1898.51177944182,1869.47245215862,1829.0202960733,1801.21093143777,1896.69493691477,1922.8501200504,1903.85160715728,,,,,,,,,,,,,
Viet Nam,2349.80420639479,2346.67175761362,2344.2401968046,2342.71283544304,2339.79138479963,2336.04881084761,2331.62078346585,2317.49288387968,2362.40038170533,2362.14811198213,2393.65671057478,2246.97519326553,2230.7422537018,2254.90054721207,2206.9907067159,2191.68667061798,2239.64782009966,2241.18143923965,2336.6922203181,2405.36931381874,2299.99859928988,2331.30152820497,2310.52134084751,2267.48730337079,2150.63818919528,2191.37043622588,2169.55150379295,2131.96823176584,2131.96823176584,2131.96823176584
South Africa,,,,,,,,,,,,2376.33813893182,2382.76584690207,2318.67937246357,2342.27338254937,2399.4281161562,2315.74802196484,2322.1227905779,2284.2343721089,2249.3082292443,2235.74297377937,2254.58565423421,2224.10819472769,2211.98634703073,2209.09146655066,,2218.4550675406,2197.03326285261,2191.36336158219,2191.36336158219
